question_id,question,option_A,option_B,option_C,option_D,correct_option,correct_text
6041,"Câu 25: While the waiter was picking up the broken plates, he ---------- his finger.",A. cut,B. was cutting,C. had cut,D. cuts,,
5992,Câu 1: The students got the librarian_________ books for them.,A. buying,B. to buy,C. buy,D. bought,,
5993,Câu 2: I and Kenny______ pen pal friends since I_______ Singapore.,A. are/ visit,B. were/ have visited,C. were/ visited,D. have been/ visited,,
5994,"Câu 3: _____ tennis is my favourite sport. I play once or twice _____ week if I can, but I'm not _____ very good player.",A. x/ a/ the,B. x/ the/ a,C. x/ a/ a,D. a/ x/ the,,
5995,Câu 4: I don't mind ______ you ______ the washing up.,A. helping/ doing,B. help/ do,C. to help/ to do,D. helping/ do,,
5996,"Câu 5: He is very keen______ English, but he is not good ______ listening.",A. on/ at,B. on/ in,C. at/ on,D. at/ at,,
5997,"Câu 6: In an essay writing in 1779, Judith Sargeant Murray promoted the cause of women's education.",A. the cause of,B. writing,C. In an essay,D. women's education,,
5998,"Câu 7: Air pollution, together with littering, are causing many problems in our large, industrial cities today.",A. are,B. industrial,C. problems,D. with,,
5999,"Câu 8: Before becoming successful, Charles Kettering, former vice president of General Motors, was so poor that he has to use the hayloft of a barn as a laboratory.",A. as,B. so poor,C. has to,D. successful,,
6000,Câu 9: Mike came across his old friend - Maria while he _______ along the street.,A. had walked,B. would walk,C. was walking,D. walked,,
6001,"Câu 10: Nowadays, most people rely ________ the mass media as their main source of information.",A. on,B. in,C. to,D. with,,
6002,Câu 11: Human beings are ________ greatest threat to survival of endangered species.,A. Ø,B. an,C. the,D. a,,
6003,"Câu 12: _________, we couldn’t make out the gist of the passage.",A. Due to Romeo’s carefully explanations,B. Though carefully explained by Romeo,C. Carefully as Romeo explained,D. As Romeo carefully explained,,
6004,Câu 13: Josh would never forget ________ by his parent through no fault of his own.,A. having scold,B. to have scolded,C. to be scolded,D. being scolded,,
6005,Câu 14: It is of great ________ to show your interest and politeness when you are having a job interview.,A. important,B. importance,C. importantly,D. unimportant,,
6006,"Câu 15: If ________ access to education, children living in poverty will have a brighter future.",A. providing,B. are provided,C. having provided,D. provided,,
6007,Câu 16: Jane never gives her mother a hand in housework _________ she has a lot of free time.,A. although,B. since,C. in spite of,D. because of,,
6008,"Câu 17: If you eat too much, you _________ the price by putting on weight.",A. will pay,B. paid,C. would pay,D. were paying,,
6009,"Câu 18: The view is great, _______?",A. isn't it,B. was it,C. doesn't it,D. did it,,
6010,Câu 19: Mark hopes _______ a small part in the school play.,A. to get,B. getting,C. get,D. got,,
6011,"Câu 20: If I _______ just one year younger, I would be eligible for the scholarship.",A. am,B. will be,C. would be,D. were,,
6012,Câu 21: They_________ Ho Chi Minh City last summer.,A. visit,B. will visit,C. have visit,D. visited,,
6013,Câu 22: We _________ already ________ Huong Pagoda.,A. were…seeing,B. have…seen,C. are…seeing,D. will…see,,
6014,Câu 23: The first color TV _____________ in 1928.,A. produce,B. is produced,C. was produced,D. produced,,
6015,"Câu 24: It was hot, _________ I turned on the conditioner.",A. however,B. but,C. because,D. so,,
6016,Câu 25: I was really impressed ………………….the beauty of Dubai.,A. on,B. in,C. to,D. by,,
5967,"Câu 1: Even though the extremely bad weather in the mountains, the climbers decided not to cancel their climb.",A. not to cancel,B. their climb,C. extremely,D. Even though,,
5968,Câu 2: Food prices have raised so rapidly in the past few months that some families have been forced to alter their eating habits.,A. have raised,B. rapidly,C. that,D. their eating habits,,
5969,"Câu 3: Having finished his term paper before the deadline, it was delivered to the professor before the class.",A. it was delivered,B. before,C. before the,D. Having finished,,
5970,Câu 4: Her room is very large. She is dreaming of a__________.,A. wooden big round table,B. round big wooden table,C. big round wooden table,D. table big wooden round,,
5971,"Câu 5: Let's have a party to celebrate our third successive win, __________?",A. do we,B. don't we,C. will we,D. shall we,,
5972,Câu 6: Our boss would rather_________ during the working hours.,A. we didn’t chat,B. we don’t chat,C. us not chat,D. us not chatting,,
5973,"Câu 7: After the flash flood, all the drains were overflowing__________ storm water.",A. for,B. by,C. from,D. with,,
5974,"Câu 8: The sky was cloudy and foggy. We went to the beach, _________.",A. so,B. yet,C. however,D. even though,,
5975,Câu 9: __________ that we all went for a picnic.,A. Such a fine weather was it,B. It was such a fine weather,C. So fine the weather,D. So fine was the weather,,
5976,Câu 10: The fire was caused by an__________ fault in the television.,A. electricity,B. electric,C. electrical,D. electrician,,
5977,Câu 11: The robber was made__________ where he had hidden the money.,A. confessing,B. confess,C. to confess,D. to confessing,,
5978,"Câu 12: If you __________ to my advice in the first place, you wouldn’t be in this mess now.",A. listen,B. had listened,C. listened,D. will listen,,
5979,Câu 13: “My company makes a large profit every year. Why don’t you invest more money in it?” my friend said to me.,A. My friend instructed me how to put more money into his company.,B. I was asked to invest more money in my friend’s company.,C. My friend persuaded me to invest more money in his company.,D. My friend suggested his investing more money in his company.,,
5980,"Câu 14: “If you don’t pay the ransom, we’ll kill your boy,” the kidnappers told us.",A. The kidnappers threatened to kill our boy if we refused to pay the ransom.,B. The kidnappers promised to kill our boy if we refused to pay the ransom.,C. The kidnappers pledged to kill our boy if we did not pay the ransom.,D. The kidnappers ordered to kill our boy if we did not pay the ransom.,,
5981,"Câu 15: “Don’t forget to tidy up the final draft before submission,” the team leader told us.",A. The team leader simply wanted us to tidy up the final draft before submission.,B. The team leader ordered us to tidy up the final draft before submission.,C. The team leader reminded us to tidy up the final draft before submission.,D. The team leader asked us to tidy up the final draft before submission.,,
5982,"Câu 16: “You shouldn’t have leaked our confidential report to the press, Frank!” said Jane.",A. Jane accused Frank of having cheated the press with their confidential report.,B. Jane criticized Frank for having disclosed their confidential report to the press.,C. Jane blamed Frank for having flattered the press with their confidential report.,D. Jane suspected that Frank had leaked their confidential report to the press.,,
5983,"Câu 17: “Mum, please don’t tell dad about my mistake,” the boy said.",A. The mother was forced to keep her son’s mistake as a secret when he insisted.,B. The boy requested his mother not to talk about his mistake any more.,C. The boy begged his mother not to tell his father about his mistake.,D. The boy earnestly insisted that his mother tell his father about his mistake.,,
5984,Câu 18: They got success since they took my advice.,"A. If they did not take my advice, they would not get success.","B. They took my advice, and failed.","C. But for my advice, they would not have got success.",D. My advice stopped them from getting success.,,
5985,Câu 19: He last had his eyes tested ten months ago.,A. He had not tested his eyes for ten months then.,B. He hasn't had his eyes tested for ten months.,C. He had tested his eyes ten months ago.,D. He didn't have any test on his eyes in ten months,,
5986,"Câu 20: ""I'll call you as soon as I arrive at the airport,"" he said to me.",A. He reminded me to call him as soon as he arrived at the airport.,B. He promised to call me as soon as he arrived at the airport.,C. He objected to calling me as soon as he arrived at the airport.,D. He denied calling me as soon as he arrived at the airport.,,
5987,Câu 21: We paid for the meal. We wanted to say sorry for what we had done.,A. We paid for the meal in order to say sorry for what we had done.,"B. In order to pay for the meal, we wanted to say sorry for what we had done.",C. The meal we paid for is what we want to say sorry for what we had done.,D. We paid for the meal although we wanted to say sorry for what we had done.,,
5988,Câu 22: He works in the same office with two women. They are very beautiful and tactful.,A. The two women's beauty and tact explain why he wants to work at their office.,B. He works in the same office with two women who are very beautiful and tactful.,C. The offices where he and the two very beautiful and tactful women work are the same.,D. Working in the same office with the two beautiful women makes him very tactful,,
5989,"Câu 23: Had he come earlier, he __________her.",A. wouldn't have met,B. will have met,C. would have met,D. would meet,,
5990,Câu 24: Peter is much ______ his brother.,A. more young and intelligent than,B. the more intelligent and younger than,C. younger and more intelligent than,D. more intelligent and younger than,,
5991,Câu 25: I'd rather ______ ______ than anything else.,A. going/ to shop,B. going/ shopping,C. to go/ shopping,D. go/ shopping,,
5942,"Câu 1: Some modern couples organize their marriage and work out the tasks and duties, which may gradually turn their marriage into a business or ________relationship.",A. contract,B. contractually,C. contractual,D. contracting,,
5943,Câu 2: You look so tired! You _______out too late last night.,A. must have been,B. had been,C. had to be,D. should have been,,
5944,"Câu 3: The song _______by our listeners as their favorite of the week is ""Goodbye Baby"" by Tunesmiths.",A. was chosen,B. is chosen,C. chosen,D. choosing,,
5945,"Câu 4: E-mail allows people _______ in touch, regardless of distance.",A. staying,B. to stay,C. stay,D. to staying,,
5946,Câu 5: I'm really sleepy today. I wish I _______ Bob to the airport last night.,A. hadn't had to take,B. didn't have to take,C. didn't take,D. weren't taking,,
5947,Câu 6: Finding a job in this time of economic crisis is becoming ________.,A. more than difficult,B. most and most difficult,C. more and more difficult,D. more difficult than,,
5948,Câu 7: ________as the most important crop in Hawaii is sugar cane.,A. It is ranked,B. That ranks,C. It ranks,D. What ranks,,
5949,Câu 8: Nobody took any _______of the warning and they went swimming in the contaminated water.,A. regard,B. recognition,C. notice,D. attention,,
5950,Câu 9: The proposal seemed like a good idea. The manager refused it.,A. The manager didn't like to proposal because it didn't seem a good idea.,"B. Since the proposal seemed like a good idea, the manager refused it.",C. The manager refused the proposal although it seemed like a good idea.,"D. The proposal didn't seem like a good idea, so the manager didn't accept it.",,
5951,Câu 10: He ___________ to the cinema yesterday evening.,A. has gone,B. goes,C. went,D. had gone,,
5952,Câu 11: Claire wanted to know what time ___________.,A. the banks closed,B. the banks would close,C. did the banks close,D. do the banks close,,
5953,"Câu 12: You stayed at home last night, ___________?",A. didn’t you,B. had you,C. did you,D. would you,,
5954,Câu 13: Sometimes she does not agree ___________ her husband about child reading but they soon find the solutions.,A. with,B. for,C. on,D. of,,
5955,"Câu 14: In my free-time, I often help mom with ___________ the house.",A. clean,B. to clean,C. cleans,D. cleaning,,
5956,Câu 15: I have lived here ___________ 5 years.,A. on,B. for,C. since,D. from,,
5957,Câu 16: This is ___________ most beautiful song I’ve ever listened to.,A. no article,B. an,C. a,D. the,,
5958,Câu 17: Jim ___________ a book at the moment.,A. is reading,B. had read,C. reads,D. has read,,
5959,"Câu 18: I asked him ___________, but he said nothing.",A. what’s the matter was,B. what was the matter,C. what the matter was,D. the matter was what,,
5960,Câu 19: He advised them ___________ in class.,A. don’t talk,B. to not talk,C. not to talk,D. to talk not,,
5961,Câu 20: My sister is very fond ___________ eating chocolate candy.,A. about,B. of,C. at,D. with,,
5962,Câu 21: It isn’t just that the level of education of this school is high. It’s that it’s also been consistent for years.,"A. It isn’t fair to deny that this school is successful, as it has had the same high standards for many years now.","B. The standard of education is not high in this school, but at least all the students are at the same.","C. The level of education in this school, which is usually quite high, shows only slight variations from year to year.","D. Not only are the standards of education good in this school, but it has maintained those standards over the years.",,
5963,Câu 22: No one but the experts was able to realize that the painting was an imitation. It greatly resembled the original.,A. It was obvious that only a person with great talent could fake a painting so successfully.,"B. It was almost impossible for amateurs to realize that the painting was not authentic, though the experts could judge it quite easily.",C. The painting looked so much like the authentic one that only the experts could tell it wasn’t genuine.,"D. It was hard for ordinary people to judge between the fake painting and the real one, but not for the experts.",,
5964,Câu 23: Your coffee is not as good as mine.,A. Mine is better than yours.,B. My coffee is more good than yours.,C. My coffee is better than your.,D. My coffee is better than yours.,,
5965,"Câu 24: “You’re always making terrible mistakes”, said the teacher.",A. The teacher realized that his students always made terrible mistakes.,B. The teacher complained about his students making terrible mistakes.,C. The teacher asked his students why they always made terrible mistakes.,D. The teacher made his students not always make terrible mistakes.,,
5966,"Câu 25: Difficult though the exam was, he still passed it with flying colours.","A. Because the exam was difficult, he passed it with flying colours.","B. Although the exam was difficult, but he still passed it with flying colours.","C. No matter how difficult the exam was, he still passed it with flying colours.","D. The exam was not too difficult, so he could pass it with flying colours.",,
5917,Câu 1: We should participate in the movement _________to conserve the natural environment.,A. which organized,B. organizing,C. to organize,D. organized,,
5918,Câu 2: An endangered species is the one _________ population is so small that it is in danger of becoming extinct.,A. which,B. what,C. whose,D. who,,
